"DEPARTMENT","Time.to.resolution","month","year","area","year.mo"
"SANITATION",1,2,2017,"D",201702
"SANITATION",0,2,2017,"W",201702
"SANITATION",0,2,2017,"D",201702
"SANITATION",5,2,2017,"LSU",201702
"SANITATION",0,2,2017,"LSU",201702
"SANITATION",0,2,2017,"D",201702
"SANITATION",5,2,2017,"D",201702
"SANITATION",5,2,2017,"D",201702
"SANITATION",0,2,2017,"D",201702
"SANITATION",1,2,2017,"LSU",201702
"SANITATION",0,2,2017,"D",201702
"SANITATION",1,2,2017,"W",201702
"SANITATION",0,2,2017,"LSU",201702
"SANITATION",5,2,2017,"D",201702
"BLIGHT",37,2,2017,"D",201702
"SANITATION",2,2,2017,"LSU",201702
"GROUNDS",212,2,2017,"D",201702
"SANITATION",1,2,2017,"D",201702
"SANITATION",6,2,2017,"LSU",201702
"SANITATION",6,2,2017,"W",201702
"SANITATION",1,2,2017,"W",201702
"SANITATION",2,2,2017,"D",201702
"SANITATION",2,2,2017,"W",201702
"SANITATION",0,2,2017,"W",201702
"SANITATION",0,2,2017,"LSU",201702
"SANITATION",6,2,2017,"W",201702
"SANITATION",6,2,2017,"W",201702
"SANITATION",1,2,2017,"LSU",201702
"SANITATION",4,2,2017,"D",201702
"SANITATION",0,2,2017,"D",201702
"SANITATION",0,2,2017,"W",201702
"SANITATION",1,2,2017,"W",201702
"SANITATION",1,2,2017,"D",201702
"SANITATION",4,2,2017,"W",201702
"SANITATION",0,2,2017,"N",201702
"SANITATION",4,2,2017,"D",201702
"GROUNDS",259,2,2017,"W",201702
"SANITATION",4,2,2017,"D",201702
"SANITATION",0,2,2017,"N",201702
"SANITATION",1,2,2017,"D",201702
"SANITATION",0,2,2017,"W",201702
"SANITATION",4,2,2017,"W",201702
"SANITATION",1,2,2017,"W",201702
"SANITATION",4,2,2017,"W",201702
"SANITATION",4,2,2017,"W",201702
"SANITATION",1,2,2017,"D",201702
"SANITATION",4,2,2017,"D",201702
"SANITATION",1,2,2017,"D",201702
"SANITATION",5,2,2017,"LSU",201702
"SANITATION",2,2,2017,"W",201702
"SANITATION",1,2,2017,"D",201702
"SANITATION",1,2,2017,"LSU",201702
"SANITATION",5,2,2017,"W",201702
"SANITATION",5,2,2017,"LSU",201702
"SANITATION",1,2,2017,"N",201702
"SANITATION",1,2,2017,"W",201702
"SANITATION",5,2,2017,"D",201702
"SANITATION",5,2,2017,"D",201702
"SANITATION",12,2,2017,"D",201702
"SANITATION",5,2,2017,"N",201702
"SANITATION",2,2,2017,"N",201702
"SANITATION",2,2,2017,"W",201702
"SANITATION",14,2,2017,"N",201702
"SANITATION",1,2,2017,"W",201702
"SANITATION",1,2,2017,"D",201702
"SANITATION",5,2,2017,"D",201702
"SANITATION",0,2,2017,"W",201702
"SANITATION",1,2,2017,"W",201702
"BLIGHT",558,2,2017,"N",201702
"SANITATION",4,2,2017,"W",201702
"SANITATION",1,2,2017,"W",201702
"SANITATION",3,2,2017,"W",201702
"SANITATION",0,2,2017,"W",201702
"SANITATION",0,2,2017,"N",201702
"GROUNDS",502,2,2017,"W",201702
"SANITATION",3,2,2017,"W",201702
"SANITATION",0,2,2017,"D",201702
"SANITATION",0,2,2017,"D",201702
"SANITATION",3,2,2017,"W",201702
"SANITATION",0,2,2017,"N",201702
"SANITATION",3,2,2017,"D",201702
"SANITATION",3,2,2017,"D",201702
"SANITATION",0,2,2017,"W",201702
"SANITATION",3,2,2017,"D",201702
"SANITATION",3,2,2017,"D",201702
"SANITATION",1,2,2017,"LSU",201702
"SANITATION",3,2,2017,"N",201702
"SANITATION",3,2,2017,"D",201702
"SANITATION",3,2,2017,"N",201702
"SANITATION",0,2,2017,"W",201702
"SANITATION",4,2,2017,"W",201702
"SANITATION",1,2,2017,"LSU",201702
"SANITATION",4,2,2017,"W",201702
"SANITATION",1,2,2017,"N",201702
"SANITATION",1,2,2017,"W",201702
"SANITATION",1,2,2017,"W",201702
"SANITATION",4,2,2017,"W",201702
"SANITATION",1,2,2017,"LSU",201702
"SANITATION",1,2,2017,"W",201702
"SANITATION",4,2,2017,"W",201702
"SANITATION",4,2,2017,"N",201702
"SANITATION",4,2,2017,"N",201702
"SANITATION",4,2,2017,"D",201702
"SANITATION",4,2,2017,"D",201702
"SANITATION",4,2,2017,"D",201702
"SANITATION",4,2,2017,"W",201702
"SANITATION",4,2,2017,"LSU",201702
"SANITATION",4,2,2017,"LSU",201702
"SANITATION",3,2,2017,"D",201702
"GROUNDS",115,2,2017,"W",201702
"SANITATION",3,2,2017,"LSU",201702
"SANITATION",3,2,2017,"W",201702
"SANITATION",3,2,2017,"D",201702
"SANITATION",2,2,2017,"D",201702
"SANITATION",3,2,2017,"LSU",201702
"SANITATION",3,2,2017,"N",201702
"SANITATION",2,2,2017,"D",201702
"SANITATION",2,2,2017,"D",201702
"SANITATION",3,2,2017,"D",201702
"SANITATION",2,2,2017,"D",201702
"SANITATION",2,2,2017,"N",201702
"SANITATION",3,2,2017,"W",201702
"SANITATION",2,2,2017,"D",201702
"SANITATION",3,2,2017,"W",201702
"SANITATION",2,2,2017,"D",201702
"SANITATION",3,2,2017,"W",201702
"SANITATION",3,2,2017,"D",201702
"GROUNDS",452,2,2017,"W",201702
"SANITATION",3,2,2017,"D",201702
"SANITATION",3,2,2017,"W",201702
"SANITATION",5,2,2017,"W",201702
"SANITATION",3,2,2017,"W",201702
"SANITATION",4,2,2017,"W",201702
"SANITATION",4,2,2017,"W",201702
"SANITATION",6,2,2017,"W",201702
"SANITATION",6,2,2017,"W",201702
"SANITATION",3,2,2017,"W",201702
"SANITATION",4,2,2017,"D",201702
"SANITATION",2,2,2017,"D",201702
"SANITATION",0,2,2017,"LSU",201702
"SANITATION",1,2,2017,"W",201702
"SANITATION",0,2,2017,"LSU",201702
"SANITATION",2,2,2017,"W",201702
"SANITATION",1,2,2017,"D",201702
"SANITATION",1,2,2017,"W",201702
"SANITATION",0,2,2017,"D",201702
"GROUNDS",497,2,2017,"N",201702
"BLIGHT",32,2,2017,"W",201702
"BLIGHT",605,2,2017,"W",201702
"SANITATION",2,2,2017,"D",201702
"SANITATION",0,2,2017,"W",201702
"SANITATION",1,2,2017,"N",201702
"SANITATION",2,2,2017,"W",201702
"SANITATION",1,2,2017,"D",201702
"SANITATION",2,2,2017,"W",201702
"SANITATION",1,2,2017,"W",201702
"SANITATION",3,2,2017,"W",201702
"SANITATION",3,2,2017,"LSU",201702
"SANITATION",3,2,2017,"D",201702
"SANITATION",2,2,2017,"W",201702
"BLIGHT",498,2,2017,"D",201702
"SANITATION",2,2,2017,"N",201702
"SANITATION",1,2,2017,"N",201702
"SANITATION",2,2,2017,"N",201702
"SANITATION",1,2,2017,"W",201702
"SANITATION",7,2,2017,"LSU",201702
"SANITATION",1,2,2017,"N",201702
"SANITATION",1,2,2017,"W",201702
"SANITATION",3,2,2017,"W",201702
"SANITATION",1,2,2017,"LSU",201702
"SANITATION",2,2,2017,"LSU",201702
"SANITATION",0,2,2017,"N",201702
"SANITATION",1,2,2017,"W",201702
"SANITATION",2,2,2017,"LSU",201702
"SANITATION",5,2,2017,"LSU",201702
"SANITATION",0,2,2017,"D",201702
"SANITATION",0,2,2017,"W",201702
"BLIGHT",237,2,2017,"W",201702
"SANITATION",1,2,2017,"W",201702
"BLIGHT",26,2,2017,"W",201702
"BLIGHT",118,2,2017,"W",201702
"SANITATION",0,2,2017,"W",201702
"SANITATION",0,2,2017,"D",201702
"SANITATION",0,2,2017,"N",201702
"BLIGHT",183,2,2017,"W",201702
"SANITATION",0,2,2017,"D",201702
"SANITATION",0,2,2017,"W",201702
"SANITATION",0,2,2017,"W",201702
"SANITATION",0,2,2017,"D",201702
"SANITATION",1,2,2017,"W",201702
"SANITATION",1,2,2017,"W",201702
"SANITATION",1,2,2017,"LSU",201702
"GROUNDS",50,2,2017,"N",201702
"SANITATION",8,2,2017,"W",201702
"SANITATION",0,2,2017,"W",201702
"SANITATION",0,2,2017,"W",201702
"SANITATION",0,2,2017,"W",201702
"SANITATION",0,2,2017,"W",201702
"SANITATION",0,2,2017,"D",201702
"SANITATION",0,2,2017,"W",201702
"SANITATION",0,2,2017,"W",201702
"SANITATION",0,2,2017,"LSU",201702
"SANITATION",0,2,2017,"W",201702
"SANITATION",0,2,2017,"LSU",201702
"SANITATION",0,2,2017,"W",201702
"SANITATION",0,2,2017,"W",201702
"SANITATION",0,2,2017,"D",201702
"SANITATION",0,2,2017,"W",201702
"SANITATION",0,2,2017,"N",201702
"SANITATION",0,2,2017,"W",201702
"SANITATION",0,2,2017,"D",201702
"SANITATION",0,2,2017,"N",201702
"SANITATION",0,2,2017,"W",201702
"SANITATION",0,2,2017,"W",201702
"SANITATION",0,2,2017,"N",201702
"SANITATION",0,2,2017,"LSU",201702
"SANITATION",7,2,2017,"W",201702
"SANITATION",7,2,2017,"W",201702
"SANITATION",1,2,2017,"D",201702
"SANITATION",4,2,2017,"N",201702
"SANITATION",1,2,2017,"D",201702
"SANITATION",1,2,2017,"N",201702
"SANITATION",1,2,2017,"N",201702
"SANITATION",1,2,2017,"W",201702
"SANITATION",3,2,2017,"N",201702
"SANITATION",3,2,2017,"W",201702
"SANITATION",0,2,2017,"W",201702
"SANITATION",3,2,2017,"D",201702
"SANITATION",3,2,2017,"W",201702
"SANITATION",3,2,2017,"D",201702
"SANITATION",3,2,2017,"D",201702
"SANITATION",5,2,2017,"W",201702
"SANITATION",3,2,2017,"N",201702
"SANITATION",5,2,2017,"D",201702
"BLIGHT",575,2,2017,"N",201702
"SANITATION",3,2,2017,"N",201702
"SANITATION",3,2,2017,"N",201702
"SANITATION",0,2,2017,"W",201702
"SANITATION",3,2,2017,"W",201702
"SANITATION",3,2,2017,"LSU",201702
"SANITATION",3,2,2017,"D",201702
"SANITATION",3,2,2017,"W",201702
"SANITATION",3,2,2017,"W",201702
"SANITATION",5,2,2017,"N",201702
"GROUNDS",42,2,2017,"W",201702
"SANITATION",1,2,2017,"D",201702
"SANITATION",4,2,2017,"D",201702
"SANITATION",4,2,2017,"D",201702
"SANITATION",4,2,2017,"W",201702
"SANITATION",6,2,2017,"W",201702
"SANITATION",3,2,2017,"W",201702
"SANITATION",3,2,2017,"W",201702
"SANITATION",1,2,2017,"W",201702
"SANITATION",3,2,2017,"D",201702
"SANITATION",3,2,2017,"W",201702
"SANITATION",1,2,2017,"LSU",201702
"SANITATION",3,2,2017,"D",201702
"SANITATION",3,2,2017,"N",201702
"SANITATION",2,2,2017,"D",201702
"SANITATION",3,2,2017,"D",201702
"SANITATION",5,2,2017,"D",201702
"SANITATION",4,2,2017,"W",201702
"SANITATION",2,2,2017,"W",201702
"SANITATION",2,2,2017,"N",201702
"SANITATION",12,2,2017,"D",201702
"SANITATION",4,2,2017,"D",201702
"SANITATION",2,2,2017,"N",201702
"SANITATION",4,2,2017,"W",201702
"SANITATION",4,2,2017,"D",201702
"SANITATION",4,2,2017,"LSU",201702
"SANITATION",3,2,2017,"LSU",201702
"SANITATION",3,2,2017,"D",201702
"SANITATION",5,2,2017,"N",201702
"SANITATION",3,2,2017,"W",201702
"SANITATION",5,2,2017,"W",201702
"SANITATION",5,2,2017,"D",201702
"SANITATION",3,2,2017,"W",201702
"SANITATION",3,2,2017,"W",201702
"SANITATION",3,2,2017,"W",201702
"SANITATION",5,2,2017,"D",201702
"SANITATION",4,2,2017,"W",201702
"SANITATION",5,2,2017,"W",201702
"SANITATION",5,2,2017,"N",201702
"SANITATION",4,2,2017,"W",201702
"SANITATION",2,2,2017,"LSU",201702
"SANITATION",0,2,2017,"D",201702
"SANITATION",0,2,2017,"W",201702
"SANITATION",2,2,2017,"D",201702
"SANITATION",0,2,2017,"D",201702
"SANITATION",0,2,2017,"LSU",201702
"SANITATION",2,2,2017,"W",201702
"SANITATION",2,2,2017,"D",201702
"SANITATION",0,2,2017,"D",201702
"SANITATION",0,2,2017,"W",201702
"SANITATION",0,2,2017,"D",201702
"SANITATION",1,2,2017,"W",201702
"SANITATION",1,2,2017,"N",201702
"BLIGHT",230,2,2017,"D",201702
"SANITATION",0,2,2017,"W",201702
"SANITATION",1,2,2017,"D",201702
"SANITATION",1,2,2017,"W",201702
"SANITATION",36,2,2017,"D",201702
"SANITATION",1,2,2017,"LSU",201702
"SANITATION",1,2,2017,"D",201702
"SANITATION",1,2,2017,"W",201702
"SANITATION",0,2,2017,"W",201702
"SANITATION",1,2,2017,"D",201702
"SANITATION",1,2,2017,"W",201702
"SANITATION",1,2,2017,"D",201702
"SANITATION",1,2,2017,"N",201702
"SANITATION",0,2,2017,"N",201702
"SANITATION",15,2,2017,"D",201702
"SANITATION",1,2,2017,"D",201702
"SANITATION",1,2,2017,"N",201702
"SANITATION",0,2,2017,"W",201702
"SANITATION",0,2,2017,"W",201702
"SANITATION",1,2,2017,"D",201702
"SANITATION",1,2,2017,"W",201702
"SANITATION",1,2,2017,"D",201702
"SANITATION",2,2,2017,"D",201702
"SANITATION",2,2,2017,"D",201702
"SANITATION",2,2,2017,"W",201702
"SANITATION",2,2,2017,"W",201702
"SANITATION",2,2,2017,"W",201702
"SANITATION",1,2,2017,"D",201702
"SANITATION",2,2,2017,"D",201702
"SANITATION",2,2,2017,"D",201702
"SANITATION",0,2,2017,"LSU",201702
"SANITATION",1,2,2017,"W",201702
"SANITATION",1,2,2017,"W",201702
"BLIGHT",231,2,2017,"W",201702
"SANITATION",3,2,2017,"LSU",201702
"BLIGHT",230,2,2017,"W",201702
"SANITATION",2,2,2017,"D",201702
"SANITATION",1,2,2017,"W",201702
"SANITATION",2,2,2017,"D",201702
"SANITATION",2,2,2017,"D",201702
"SANITATION",1,2,2017,"D",201702
"SANITATION",1,2,2017,"D",201702
"SANITATION",1,2,2017,"W",201702
"SANITATION",0,2,2017,"D",201702
"SANITATION",0,2,2017,"D",201702
"SANITATION",0,2,2017,"D",201702
"BLIGHT",244,2,2017,"W",201702
"SANITATION",0,2,2017,"LSU",201702
"SANITATION",0,2,2017,"LSU",201702
"SANITATION",1,2,2017,"D",201702
"SANITATION",1,2,2017,"W",201702
"SANITATION",0,2,2017,"LSU",201702
"SANITATION",0,2,2017,"W",201702
"SANITATION",2,2,2017,"D",201702
"SANITATION",1,2,2017,"W",201702
"SANITATION",0,2,2017,"D",201702
"SANITATION",1,2,2017,"D",201702
"SANITATION",2,2,2017,"N",201702
"SANITATION",0,2,2017,"D",201702
"SANITATION",0,2,2017,"D",201702
"SANITATION",0,2,2017,"D",201702
"SANITATION",0,2,2017,"W",201702
"SANITATION",0,2,2017,"W",201702
"SANITATION",1,2,2017,"W",201702
"SANITATION",2,2,2017,"D",201702
"SANITATION",3,2,2017,"D",201702
"SANITATION",1,2,2017,"W",201702
"SANITATION",1,2,2017,"D",201702
"SANITATION",1,2,2017,"D",201702
"SANITATION",1,2,2017,"D",201702
"SANITATION",2,2,2017,"W",201702
"SANITATION",1,2,2017,"D",201702
"SANITATION",1,2,2017,"W",201702
"SANITATION",1,2,2017,"D",201702
"SANITATION",2,2,2017,"W",201702
"SANITATION",1,2,2017,"LSU",201702
"SANITATION",1,2,2017,"LSU",201702
"SANITATION",1,2,2017,"W",201702
"SANITATION",1,2,2017,"W",201702
"SANITATION",11,2,2017,"N",201702
"SANITATION",1,2,2017,"W",201702
"SANITATION",1,2,2017,"W",201702
"SANITATION",0,2,2017,"W",201702
"SANITATION",0,2,2017,"W",201702
"SANITATION",1,2,2017,"N",201702
"SANITATION",1,2,2017,"LSU",201702
"SANITATION",1,2,2017,"W",201702
"SANITATION",1,2,2017,"W",201702
"SANITATION",6,2,2017,"W",201702
"GROUNDS",35,2,2017,"N",201702
"GROUNDS",35,2,2017,"N",201702
"GROUNDS",35,2,2017,"N",201702
"GROUNDS",0,2,2017,"N",201702
"SANITATION",1,2,2017,"D",201702
"SANITATION",1,2,2017,"LSU",201702
"SANITATION",1,2,2017,"W",201702
"SANITATION",1,2,2017,"LSU",201702
"SANITATION",1,2,2017,"W",201702
"SANITATION",1,2,2017,"LSU",201702
"SANITATION",1,2,2017,"D",201702
"BLIGHT",22,2,2017,"W",201702
"BLIGHT",22,2,2017,"W",201702
"SANITATION",13,2,2017,"N",201702
"SANITATION",1,2,2017,"W",201702
"SANITATION",1,2,2017,"W",201702
"SANITATION",0,2,2017,"N",201702
"SANITATION",0,2,2017,"W",201702
"SANITATION",1,2,2017,"N",201702
"SANITATION",0,2,2017,"D",201702
"SANITATION",1,2,2017,"W",201702
"SANITATION",0,2,2017,"W",201702
"SANITATION",5,2,2017,"W",201702
"SANITATION",5,2,2017,"W",201702
"SANITATION",5,2,2017,"W",201702
"SANITATION",5,2,2017,"N",201702
"GROUNDS",46,2,2017,"W",201702
"SANITATION",5,2,2017,"W",201702
"SANITATION",5,2,2017,"D",201702
"SANITATION",5,2,2017,"N",201702
"SANITATION",0,2,2017,"W",201702
"SANITATION",5,2,2017,"D",201702
"SANITATION",0,2,2017,"W",201702
"SANITATION",5,2,2017,"W",201702
"SANITATION",5,2,2017,"D",201702
"SANITATION",5,2,2017,"N",201702
"BLIGHT",22,2,2017,"W",201702
"SANITATION",0,2,2017,"D",201702
"BLIGHT",227,2,2017,"W",201702
"BLIGHT",5,2,2017,"W",201702
"SANITATION",186,2,2017,"N",201702
"SANITATION",5,2,2017,"LSU",201702
"SANITATION",5,2,2017,"N",201702
"SANITATION",5,2,2017,"D",201702
"SANITATION",6,2,2017,"D",201702
"SANITATION",1,2,2017,"D",201702
"SANITATION",6,2,2017,"LSU",201702
"SANITATION",6,2,2017,"D",201702
"SANITATION",1,2,2017,"N",201702
"SANITATION",6,2,2017,"W",201702
"SANITATION",6,2,2017,"D",201702
"SANITATION",6,2,2017,"W",201702
"SANITATION",6,2,2017,"D",201702
"SANITATION",6,2,2017,"D",201702
"SANITATION",6,2,2017,"N",201702
"SANITATION",1,2,2017,"W",201702
"BLIGHT",491,2,2017,"D",201702
"SANITATION",4,2,2017,"LSU",201702
"SANITATION",4,2,2017,"W",201702
"SANITATION",11,2,2017,"D",201702
"SANITATION",0,2,2017,"W",201702
"SANITATION",4,2,2017,"W",201702
"SANITATION",4,2,2017,"W",201702
"SANITATION",4,2,2017,"D",201702
"SANITATION",4,2,2017,"N",201702
"SANITATION",4,2,2017,"D",201702
"SANITATION",4,2,2017,"W",201702
"SANITATION",4,2,2017,"D",201702
"SANITATION",4,2,2017,"W",201702
"SANITATION",4,2,2017,"D",201702
"SANITATION",4,2,2017,"D",201702
"SANITATION",4,2,2017,"D",201702
"SANITATION",5,2,2017,"W",201702
"SANITATION",5,2,2017,"LSU",201702
"SANITATION",5,2,2017,"D",201702
"SANITATION",5,2,2017,"N",201702
"SANITATION",5,2,2017,"D",201702
"SANITATION",5,2,2017,"N",201702
"GROUNDS",10,2,2017,"W",201702
"SANITATION",5,2,2017,"N",201702
"SANITATION",5,2,2017,"D",201702
"SANITATION",5,2,2017,"LSU",201702
"SANITATION",5,2,2017,"W",201702
"SANITATION",5,2,2017,"W",201702
"SANITATION",9,2,2017,"D",201702
"SANITATION",5,2,2017,"W",201702
"SANITATION",5,2,2017,"W",201702
"GROUNDS",226,2,2017,"W",201702
"SANITATION",2,2,2017,"D",201702
"SANITATION",1,2,2017,"D",201702
"SANITATION",1,2,2017,"W",201702
"SANITATION",6,2,2017,"W",201702
"SANITATION",1,2,2017,"D",201702
"GROUNDS",233,2,2017,"W",201702
"GROUNDS",233,2,2017,"W",201702
"SANITATION",2,2,2017,"W",201702
"SANITATION",1,2,2017,"LSU",201702
"SANITATION",1,2,2017,"W",201702
"SANITATION",8,2,2017,"N",201702
"SANITATION",7,2,2017,"W",201702
"SANITATION",1,2,2017,"D",201702
"SANITATION",29,2,2017,"D",201702
"SANITATION",1,2,2017,"W",201702
"SANITATION",1,2,2017,"W",201702
"SANITATION",2,2,2017,"W",201702
"SANITATION",1,2,2017,"W",201702
"GROUNDS",36,2,2017,"N",201702
"SANITATION",6,2,2017,"D",201702
"SANITATION",6,2,2017,"N",201702
"SANITATION",6,2,2017,"N",201702
"SANITATION",1,2,2017,"D",201702
"SANITATION",6,2,2017,"D",201702
"SANITATION",1,2,2017,"D",201702
"SANITATION",6,2,2017,"D",201702
"SANITATION",6,2,2017,"D",201702
"SANITATION",1,2,2017,"W",201702
"SANITATION",2,2,2017,"W",201702
"SANITATION",2,2,2017,"W",201702
"SANITATION",2,2,2017,"N",201702
"SANITATION",9,2,2017,"W",201702
"SANITATION",2,2,2017,"D",201702
"SANITATION",6,2,2017,"LSU",201702
"SANITATION",6,2,2017,"D",201702
"SANITATION",6,2,2017,"D",201702
"SANITATION",6,2,2017,"D",201702
"SANITATION",6,2,2017,"D",201702
"SANITATION",3,2,2017,"D",201702
"SANITATION",4,3,2017,"W",201703
"SANITATION",5,2,2017,"D",201702
"SANITATION",2,2,2017,"W",201702
"SANITATION",5,2,2017,"W",201702
"SANITATION",4,3,2017,"LSU",201703
"SANITATION",1,3,2017,"D",201703
"SANITATION",4,3,2017,"D",201703
"SANITATION",4,3,2017,"W",201703
"SANITATION",1,3,2017,"W",201703
"SANITATION",4,3,2017,"W",201703
"SANITATION",4,3,2017,"D",201703
"SANITATION",4,3,2017,"W",201703
"SANITATION",4,3,2017,"W",201703
"SANITATION",0,3,2017,"D",201703
"SANITATION",4,3,2017,"D",201703
"SANITATION",4,3,2017,"W",201703
"SANITATION",4,3,2017,"LSU",201703
"BLIGHT",8,3,2017,"W",201703
"SANITATION",4,3,2017,"LSU",201703
"SANITATION",4,3,2017,"D",201703
"SANITATION",4,3,2017,"W",201703
"SANITATION",4,3,2017,"W",201703
"SANITATION",4,3,2017,"D",201703
"SANITATION",4,3,2017,"W",201703
"SANITATION",0,3,2017,"N",201703
"SANITATION",0,3,2017,"D",201703
"SANITATION",4,3,2017,"D",201703
"SANITATION",4,3,2017,"W",201703
"SANITATION",4,3,2017,"LSU",201703
"SANITATION",0,3,2017,"W",201703
"BLIGHT",28,3,2017,"W",201703
"SANITATION",4,3,2017,"D",201703
"SANITATION",0,3,2017,"W",201703
"SANITATION",5,3,2017,"D",201703
"SANITATION",4,3,2017,"D",201703
"SANITATION",4,3,2017,"D",201703
"SANITATION",4,3,2017,"N",201703
"SANITATION",2,3,2017,"N",201703
"SANITATION",4,3,2017,"N",201703
"SANITATION",4,3,2017,"LSU",201703
"SANITATION",5,3,2017,"D",201703
"SANITATION",4,3,2017,"W",201703
"SANITATION",4,3,2017,"D",201703
"SANITATION",4,3,2017,"W",201703
"SANITATION",4,3,2017,"W",201703
"SANITATION",4,3,2017,"W",201703
"SANITATION",4,3,2017,"W",201703
"SANITATION",4,3,2017,"W",201703
"SANITATION",4,3,2017,"D",201703
"SANITATION",4,3,2017,"N",201703
"SANITATION",1,3,2017,"W",201703
"SANITATION",4,3,2017,"W",201703
"SANITATION",4,3,2017,"N",201703
"SANITATION",0,3,2017,"W",201703
"SANITATION",3,3,2017,"W",201703
"SANITATION",56,3,2017,"W",201703
"SANITATION",4,3,2017,"D",201703
"SANITATION",56,3,2017,"N",201703
"BLIGHT",444,3,2017,"W",201703
"BLIGHT",486,3,2017,"W",201703
"SANITATION",0,3,2017,"D",201703
"SANITATION",3,3,2017,"D",201703
"SANITATION",4,3,2017,"N",201703
"SANITATION",4,3,2017,"N",201703
"SANITATION",0,3,2017,"W",201703
"SANITATION",3,3,2017,"W",201703
"BLIGHT",10,3,2017,"W",201703
"SANITATION",4,3,2017,"D",201703
"SANITATION",4,3,2017,"D",201703
"SANITATION",0,3,2017,"W",201703
"SANITATION",3,3,2017,"W",201703
"SANITATION",4,3,2017,"D",201703
"SANITATION",4,3,2017,"N",201703
"SANITATION",3,3,2017,"W",201703
"SANITATION",4,3,2017,"N",201703
"SANITATION",4,3,2017,"D",201703
"SANITATION",4,3,2017,"N",201703
"SANITATION",1,3,2017,"D",201703
"SANITATION",1,3,2017,"N",201703
"SANITATION",1,3,2017,"W",201703
"BLIGHT",84,3,2017,"W",201703
"SANITATION",1,3,2017,"W",201703
"SANITATION",4,3,2017,"W",201703
"SANITATION",5,3,2017,"D",201703
"SANITATION",5,3,2017,"D",201703
"SANITATION",5,3,2017,"W",201703
"SANITATION",3,3,2017,"LSU",201703
"SANITATION",5,3,2017,"D",201703
"SANITATION",3,3,2017,"W",201703
"BLIGHT",181,3,2017,"W",201703
"SANITATION",5,3,2017,"LSU",201703
"SANITATION",5,3,2017,"W",201703
"SANITATION",1,3,2017,"LSU",201703
"SANITATION",5,3,2017,"W",201703
"SANITATION",5,3,2017,"W",201703
"SANITATION",5,3,2017,"D",201703
"SANITATION",4,3,2017,"W",201703
"SANITATION",4,3,2017,"W",201703
"SANITATION",2,3,2017,"W",201703
"SANITATION",4,3,2017,"W",201703
"SANITATION",3,3,2017,"D",201703
"SANITATION",3,3,2017,"LSU",201703
"SANITATION",3,3,2017,"D",201703
"SANITATION",3,3,2017,"W",201703
"SANITATION",2,3,2017,"W",201703
"SANITATION",3,3,2017,"D",201703
"SANITATION",3,3,2017,"D",201703
"SANITATION",3,3,2017,"N",201703
"SANITATION",3,3,2017,"D",201703
"SANITATION",55,3,2017,"D",201703
"SANITATION",55,3,2017,"D",201703
"SANITATION",3,3,2017,"W",201703
"SANITATION",3,3,2017,"N",201703
"SANITATION",3,3,2017,"N",201703
"SANITATION",3,3,2017,"D",201703
"SANITATION",3,3,2017,"D",201703
"SANITATION",4,3,2017,"LSU",201703
"SANITATION",4,3,2017,"D",201703
"SANITATION",4,3,2017,"D",201703
"SANITATION",4,3,2017,"D",201703
"BLIGHT",172,3,2017,"W",201703
"SANITATION",4,3,2017,"W",201703
"SANITATION",4,3,2017,"W",201703
"SANITATION",4,3,2017,"W",201703
"SANITATION",4,3,2017,"W",201703
"SANITATION",56,3,2017,"W",201703
"SANITATION",4,3,2017,"LSU",201703
"SANITATION",4,3,2017,"N",201703
"SANITATION",56,3,2017,"N",201703
"SANITATION",3,3,2017,"W",201703
"BLIGHT",167,3,2017,"W",201703
"BLIGHT",167,3,2017,"W",201703
"SANITATION",4,3,2017,"W",201703
"SANITATION",4,3,2017,"W",201703
"SANITATION",4,3,2017,"W",201703
"SANITATION",4,3,2017,"D",201703
"SANITATION",4,3,2017,"W",201703
"SANITATION",28,3,2017,"W",201703
"SANITATION",4,3,2017,"W",201703
"SANITATION",4,3,2017,"W",201703
"SANITATION",4,3,2017,"W",201703
"SANITATION",2,3,2017,"W",201703
"SANITATION",2,3,2017,"W",201703
"SANITATION",4,3,2017,"W",201703
"SANITATION",55,3,2017,"D",201703
"SANITATION",55,3,2017,"W",201703
"BLIGHT",132,3,2017,"W",201703
"SANITATION",28,3,2017,"W",201703
"SANITATION",1,3,2017,"W",201703
"SANITATION",52,3,2017,"D",201703
"SANITATION",0,3,2017,"D",201703
"SANITATION",52,3,2017,"D",201703
"SANITATION",52,3,2017,"D",201703
"SANITATION",52,3,2017,"N",201703
"SANITATION",1,3,2017,"LSU",201703
"GROUNDS",43,3,2017,"W",201703
"SANITATION",52,3,2017,"D",201703
"SANITATION",52,3,2017,"D",201703
"SANITATION",52,3,2017,"N",201703
"SANITATION",52,3,2017,"W",201703
"SANITATION",52,3,2017,"LSU",201703
"SANITATION",52,3,2017,"W",201703
"SANITATION",52,3,2017,"N",201703
"SANITATION",52,3,2017,"LSU",201703
"SANITATION",52,3,2017,"LSU",201703
"SANITATION",52,3,2017,"D",201703
"BLIGHT",216,3,2017,"W",201703
"SANITATION",52,3,2017,"W",201703
"GROUNDS",112,3,2017,"W",201703
"SANITATION",52,3,2017,"N",201703
"GROUNDS",51,3,2017,"W",201703
"SANITATION",27,3,2017,"W",201703
"SANITATION",0,3,2017,"W",201703
"SANITATION",52,3,2017,"W",201703
"SANITATION",52,3,2017,"LSU",201703
