"Time.to.resolution","DEPARTMENT","area","TYPEid","month","year"
15,"SANITATION","N",173024,7,-1
7,"GROUNDS","W",174362,7,-1
8,"SANITATION","LSU",173024,7,-1
8,"SANITATION","N",173024,7,-1
5,"SANITATION","N",173027,7,-1
36,"SANITATION","W",173024,7,-1
3,"SANITATION","W",173024,7,-1
16,"SANITATION","W",173027,7,-1
11,"SANITATION","LSU",173024,7,-1
35,"SANITATION","D",173027,7,-1
6,"SANITATION","D",173027,7,-1
5,"SANITATION","N",173024,7,-1
6,"SANITATION","N",173024,7,-1
54,"GROUNDS","W",174362,7,-1
60,"SANITATION","D",173024,7,-1
9,"SANITATION","W",173024,7,-1
58,"SANITATION","W",173024,7,-1
28,"SANITATION","W",173024,7,-1
27,"BLIGHT","W",173034,7,-1
23,"BLIGHT","W",173034,7,-1
9,"SANITATION","N",173027,7,-1
58,"SANITATION","W",173027,7,-1
32,"SANITATION","W",173024,7,-1
32,"SANITATION","D",173024,7,-1
32,"SANITATION","W",173024,7,-1
32,"SANITATION","W",173024,7,-1
56,"SANITATION","W",173027,7,-1
6,"SANITATION","W",173027,7,-1
53,"SANITATION","W",173027,7,-1
53,"SANITATION","W",173024,7,-1
25,"SANITATION","W",173024,7,-1
53,"SANITATION","W",173027,7,-1
2,"SANITATION","W",173024,7,-1
52,"SANITATION","W",173024,8,-1
51,"SANITATION","LSU",173024,8,-1
51,"SANITATION","W",173024,8,-1
50,"SANITATION","LSU",173024,8,-1
49,"SANITATION","W",173024,8,-1
12,"SANITATION","W",173024,8,-1
14,"SANITATION","N",173027,8,-1
45,"SANITATION","W",173024,8,-1
44,"SANITATION","W",173027,8,-1
44,"SANITATION","D",173027,8,-1
12,"SANITATION","N",173027,8,-1
60,"BLIGHT","W",173034,8,-1
13,"SANITATION","W",173027,8,-1
42,"SANITATION","W",173027,8,-1
39,"SANITATION","LSU",173024,8,-1
9,"SANITATION","W",173027,8,-1
38,"SANITATION","LSU",173024,8,-1
37,"SANITATION","LSU",173024,8,-1
7,"SANITATION","N",173024,8,-1
1,"SANITATION","N",173027,8,-1
5,"SANITATION","N",173027,8,-1
53,"BLIGHT","W",173034,8,-1
36,"SANITATION","W",173024,8,-1
8,"SANITATION","D",173024,8,-1
32,"SANITATION","LSU",173027,8,-1
22,"SANITATION","D",173027,8,-1
31,"SANITATION","W",173024,8,-1
31,"SANITATION","W",173024,8,-1
31,"SANITATION","W",173024,8,-1
30,"SANITATION","D",173024,8,-1
29,"SANITATION","D",173027,8,-1
14,"SANITATION","N",173027,8,-1
29,"SANITATION","W",173024,8,-1
4,"SANITATION","W",173027,8,-1
4,"SANITATION","D",173024,8,-1
3,"SANITATION","N",173024,8,-1
3,"SANITATION","D",173027,8,-1
28,"SANITATION","W",173027,8,-1
3,"SANITATION","W",173027,8,-1
25,"SANITATION","W",173024,8,-1
24,"SANITATION","W",173027,8,-1
12,"GROUNDS","D",174362,8,-1
22,"SANITATION","W",173027,8,-1
17,"SANITATION","LSU",173024,9,-1
3,"SANITATION","W",173027,9,-1
19,"SANITATION","N",173027,9,-1
12,"SANITATION","W",173024,9,-1
6,"GROUNDS","W",174362,9,-1
5,"SANITATION","N",173024,9,-1
4,"SANITATION","W",173024,9,-1
10,"SANITATION","N",173024,9,-1
7,"SANITATION","N",173024,9,-1
2,"SANITATION","D",173024,9,-1
2,"SANITATION","D",173024,9,-1
5,"SANITATION","W",173027,9,-1
48,"SANITATION","W",173024,9,-1
4,"SANITATION","D",173027,9,-1
24,"SANITATION","W",173027,9,-1
2,"SANITATION","W",173024,9,-1
58,"SANITATION","W",173024,9,-1
8,"GROUNDS","W",174362,9,-1
1,"SANITATION","D",173027,9,-1
5,"SANITATION","W",173024,9,-1
58,"SANITATION","LSU",173024,9,-1
1,"SANITATION","W",173024,9,-1
3,"SANITATION","N",173024,9,-1
31,"GROUNDS","N",174362,9,-1
53,"SANITATION","LSU",173024,9,-1
56,"SANITATION","D",173024,9,-1
19,"SANITATION","D",173027,9,-1
48,"SANITATION","W",173024,9,-1
5,"SANITATION","W",173027,9,-1
5,"SANITATION","W",173024,9,-1
53,"SANITATION","D",173024,9,-1
4,"SANITATION","W",173027,9,-1
7,"BLIGHT","W",173034,10,-1
32,"SANITATION","W",173027,10,-1
7,"SANITATION","W",173024,10,-1
2,"SANITATION","W",173027,10,-1
2,"SANITATION","W",173024,10,-1
48,"SANITATION","LSU",173024,10,-1
48,"SANITATION","D",173024,10,-1
6,"SANITATION","N",173027,10,-1
7,"SANITATION","N",173027,10,-1
5,"SANITATION","D",173027,10,-1
3,"SANITATION","W",173027,10,-1
45,"SANITATION","D",173024,10,-1
45,"SANITATION","D",173024,10,-1
45,"SANITATION","D",173024,10,-1
2,"SANITATION","N",173024,10,-1
30,"SANITATION","D",173024,10,-1
41,"SANITATION","LSU",173024,10,-1
6,"SANITATION","W",173027,10,-1
27,"SANITATION","LSU",173027,10,-1
1,"SANITATION","W",173027,10,-1
10,"SANITATION","W",173024,10,-1
5,"SANITATION","W",173024,10,-1
1,"SANITATION","D",173024,10,-1
35,"SANITATION","D",173024,10,-1
21,"GROUNDS","W",174362,10,-1
6,"GROUNDS","W",174362,10,-1
3,"SANITATION","W",173024,10,-1
5,"GROUNDS","W",174362,10,-1
5,"GROUNDS","W",174362,10,-1
2,"SANITATION","N",173027,10,-1
1,"SANITATION","W",173027,10,-1
1,"SANITATION","W",173027,10,-1
1,"SANITATION","N",173027,10,-1
51,"SANITATION","W",173024,10,-1
2,"SANITATION","N",173024,10,-1
3,"SANITATION","W",173024,10,-1
16,"SANITATION","W",173024,11,-1
44,"SANITATION","W",173027,11,-1
15,"SANITATION","N",173027,11,-1
5,"SANITATION","D",173024,11,-1
16,"SANITATION","W",173024,11,-1
2,"SANITATION","N",173024,11,-1
15,"SANITATION","LSU",173024,11,-1
16,"SANITATION","LSU",173027,11,-1
15,"SANITATION","LSU",173024,11,-1
16,"SANITATION","D",173024,11,-1
30,"SANITATION","D",173024,11,-1
7,"SANITATION","W",173027,11,-1
29,"SANITATION","D",173024,11,-1
29,"SANITATION","N",173024,11,-1
10,"SANITATION","D",173024,11,-1
8,"SANITATION","W",173027,11,-1
6,"SANITATION","W",173027,11,-1
34,"SANITATION","LSU",173024,11,-1
10,"SANITATION","D",173027,12,-1
10,"SANITATION","D",173027,12,-1
29,"SANITATION","W",173024,12,-1
6,"SANITATION","D",173024,12,-1
9,"SANITATION","LSU",173024,12,-1
30,"SANITATION","D",173024,12,-1
35,"BLIGHT","W",173034,12,-1
23,"SANITATION","D",173027,12,-1
4,"SANITATION","W",173027,12,-1
13,"SANITATION","W",173024,12,-1
13,"SANITATION","W",173027,12,-1
8,"SANITATION","D",173027,12,-1
23,"SANITATION","W",173027,1,0
1,"SANITATION","W",173024,1,0
20,"SANITATION","W",173024,1,0
27,"SANITATION","W",173027,1,0
16,"SANITATION","D",173024,1,0
7,"SANITATION","LSU",173027,1,0
4,"SANITATION","LSU",173027,2,0
2,"SANITATION","D",173024,2,0
11,"SANITATION","D",173024,2,0
24,"SANITATION","D",173024,2,0
2,"SANITATION","W",173024,2,0
1,"SANITATION","W",173027,2,0
26,"SANITATION","D",173023,2,0
15,"SANITATION","LSU",173027,2,0
14,"SANITATION","D",173027,2,0
5,"SANITATION","LSU",173027,2,0
22,"SANITATION","D",173027,3,0
1,"BLIGHT","N",173034,3,0
1,"SANITATION","N",173024,3,0
18,"SANITATION","D",173027,3,0
28,"SANITATION","D",173024,3,0
19,"GROUNDS","D",174362,3,0
35,"SANITATION","D",173024,3,0
25,"SANITATION","LSU",173024,3,0
27,"SANITATION","D",173024,3,0
17,"SANITATION","D",173027,3,0
17,"GROUNDS","D",174362,3,0
30,"SANITATION","D",173024,3,0
59,"SANITATION","W",173027,3,0
58,"SANITATION","W",173024,3,0
56,"SANITATION","LSU",173033,3,0
58,"SANITATION","D",173027,3,0
58,"SANITATION","N",173024,3,0
30,"SANITATION","LSU",173027,3,0
58,"SANITATION","W",173027,3,0
57,"SANITATION","N",173024,3,0
58,"SANITATION","D",173027,3,0
57,"SANITATION","N",173027,3,0
56,"SANITATION","W",173027,3,0
52,"SANITATION","W",173024,3,0
24,"SANITATION","D",173027,3,0
42,"SANITATION","W",173024,3,0
52,"SANITATION","D",173024,3,0
52,"SANITATION","W",173024,3,0
52,"SANITATION","W",173024,3,0
50,"SANITATION","W",173033,3,0
37,"SANITATION","LSU",173024,3,0
51,"SANITATION","N",173024,3,0
51,"SANITATION","N",173024,3,0
34,"SANITATION","D",173024,3,0
50,"SANITATION","W",173024,3,0
54,"SANITATION","W",173027,3,0
20,"SANITATION","LSU",173024,3,0
33,"SANITATION","D",173027,3,0
35,"SANITATION","D",173024,3,0
49,"SANITATION","N",173024,3,0
5,"SANITATION","LSU",173024,3,0
52,"SANITATION","W",173027,3,0
55,"SANITATION","W",173027,3,0
52,"SANITATION","W",173027,3,0
49,"SANITATION","W",173027,3,0
43,"SANITATION","D",173024,3,0
51,"SANITATION","W",173027,3,0
47,"SANITATION","N",173027,3,0
43,"SANITATION","W",173024,3,0
25,"SANITATION","D",173024,3,0
25,"SANITATION","D",173024,3,0
40,"SANITATION","LSU",173033,3,0
53,"SANITATION","W",173027,4,0
42,"SANITATION","D",173024,4,0
57,"SANITATION","D",173027,4,0
58,"SANITATION","N",173027,4,0
57,"SANITATION","W",173027,4,0
59,"SANITATION","D",173024,4,0
23,"SANITATION","N",173024,4,0
57,"SANITATION","W",173027,4,0
41,"SANITATION","LSU",173024,4,0
56,"SANITATION","W",173027,4,0
42,"SANITATION","W",173024,4,0
22,"SANITATION","D",173024,4,0
36,"SANITATION","LSU",173027,4,0
55,"SANITATION","W",173027,4,0
39,"SANITATION","N",173024,4,0
55,"SANITATION","W",173027,4,0
41,"SANITATION","N",173024,4,0
56,"SANITATION","N",173027,4,0
54,"SANITATION","W",173027,4,0
1,"SANITATION","LSU",173024,4,0
52,"SANITATION","LSU",173024,4,0
37,"SANITATION","W",173024,4,0
51,"SANITATION","W",173027,4,0
51,"SANITATION","W",173027,4,0
36,"SANITATION","D",173024,4,0
49,"SANITATION","LSU",173024,4,0
49,"SANITATION","W",173024,4,0
49,"SANITATION","W",173024,4,0
55,"SANITATION","N",173027,4,0
49,"SANITATION","W",173027,4,0
33,"SANITATION","W",173024,4,0
25,"SANITATION","LSU",173024,4,0
8,"GROUNDS","W",174362,4,0
8,"GROUNDS","LSU",174362,4,0
45,"SANITATION","D",173024,4,0
44,"SANITATION","N",173027,4,0
30,"SANITATION","N",173024,4,0
20,"SANITATION","W",173033,4,0
42,"SANITATION","D",173024,4,0
41,"SANITATION","W",173024,4,0
38,"SANITATION","W",173024,4,0
17,"SANITATION","D",173027,4,0
17,"SANITATION","D",173024,4,0
23,"SANITATION","N",173024,4,0
2,"GROUNDS","W",174362,4,0
36,"SANITATION","W",173024,4,0
36,"SANITATION","N",173027,4,0
36,"SANITATION","W",173024,4,0
22,"SANITATION","W",173024,4,0
7,"GROUNDS","W",174362,4,0
5,"GROUNDS","W",174362,4,0
21,"SANITATION","N",173024,4,0
20,"SANITATION","W",173024,4,0
20,"SANITATION","W",173024,4,0
20,"SANITATION","W",173024,4,0
31,"SANITATION","LSU",173024,4,0
31,"SANITATION","W",173024,4,0
29,"SANITATION","W",173027,5,0
48,"SANITATION","W",173027,5,0
42,"SANITATION","W",173027,5,0
27,"SANITATION","W",173024,5,0
33,"SANITATION","N",173024,5,0
27,"SANITATION","N",173024,5,0
26,"SANITATION","W",173024,5,0
34,"SANITATION","W",173027,5,0
29,"SANITATION","W",173024,5,0
24,"SANITATION","W",173024,5,0
31,"SANITATION","W",173027,5,0
31,"SANITATION","D",173027,5,0
27,"GROUNDS","D",174362,5,0
58,"SANITATION","W",173027,5,0
9,"SANITATION","W",173024,5,0
40,"SANITATION","LSU",173024,5,0
21,"SANITATION","N",173024,5,0
21,"SANITATION","N",173024,5,0
13,"GROUNDS","D",174362,5,0
13,"GROUNDS","D",174362,5,0
40,"SANITATION","W",173027,5,0
11,"GROUNDS","LSU",174362,5,0
43,"SANITATION","D",173027,5,0
53,"SANITATION","LSU",173027,5,0
52,"SANITATION","W",173027,5,0
37,"SANITATION","W",173027,5,0
22,"SANITATION","D",173027,5,0
29,"SANITATION","W",173024,5,0
29,"SANITATION","W",173024,5,0
20,"SANITATION","N",173024,5,0
29,"SANITATION","W",173024,5,0
22,"SANITATION","W",173027,5,0
42,"SANITATION","D",173024,5,0
44,"SANITATION","W",173027,5,0
25,"SANITATION","W",173024,5,0
25,"SANITATION","W",173024,5,0
54,"GROUNDS","W",174362,5,0
21,"SANITATION","W",173027,5,0
41,"SANITATION","N",173024,5,0
19,"SANITATION","W",173024,5,0
19,"SANITATION","W",173024,5,0
33,"SANITATION","D",173027,5,0
36,"GROUNDS","W",174362,5,0
20,"SANITATION","W",173024,5,0
20,"SANITATION","N",173024,5,0
19,"SANITATION","N",173024,5,0
19,"SANITATION","D",173024,5,0
60,"SANITATION","LSU",173024,6,0
22,"SANITATION","N",173027,6,0
24,"SANITATION","LSU",173024,6,0
7,"SANITATION","W",173024,6,0
15,"SANITATION","W",173024,6,0
2,"SANITATION","D",173024,6,0
13,"SANITATION","W",173024,6,0
25,"SANITATION","D",173027,6,0
9,"SANITATION","W",173024,6,0
8,"GROUNDS","W",174362,6,0
50,"SANITATION","D",173024,6,0
48,"SANITATION","D",173024,6,0
25,"SANITATION","N",173024,6,0
25,"SANITATION","W",173024,6,0
35,"SANITATION","W",173024,6,0
41,"SANITATION","D",173027,6,0
30,"SANITATION","W",173024,6,0
39,"SANITATION","D",173024,6,0
39,"SANITATION","LSU",173027,6,0
39,"SANITATION","LSU",173024,6,0
39,"SANITATION","LSU",173024,6,0
23,"GROUNDS","W",174362,6,0
41,"SANITATION","N",173027,6,0
40,"SANITATION","D",173027,6,0
19,"SANITATION","N",173024,6,0
40,"SANITATION","W",173027,6,0
18,"SANITATION","N",173024,6,0
28,"SANITATION","W",173024,6,0
18,"SANITATION","N",173024,6,0
18,"SANITATION","N",173024,6,0
4,"GROUNDS","D",174362,6,0
39,"SANITATION","W",173027,6,0
35,"SANITATION","D",173024,6,0
39,"SANITATION","D",173027,6,0
2,"SANITATION","W",173024,6,0
35,"SANITATION","LSU",173027,6,0
34,"SANITATION","LSU",173027,6,0
34,"SANITATION","LSU",173027,6,0
36,"SANITATION","LSU",173027,6,0
23,"SANITATION","W",173024,6,0
34,"SANITATION","W",173023,6,0
34,"SANITATION","W",173027,6,0
33,"SANITATION","LSU",173024,6,0
26,"SANITATION","D",173024,6,0
16,"SANITATION","W",173024,7,0
31,"SANITATION","D",173027,7,0
37,"SANITATION","N",173027,7,0
54,"SANITATION","D",173024,7,0
49,"SANITATION","LSU",173027,7,0
25,"SANITATION","N",173024,7,0
35,"SANITATION","D",173027,7,0
58,"SANITATION","W",173027,7,0
31,"SANITATION","W",173024,7,0
34,"SANITATION","D",173027,7,0
34,"SANITATION","D",173027,7,0
27,"SANITATION","D",173024,7,0
21,"SANITATION","N",173024,7,0
33,"SANITATION","W",173027,7,0
50,"SANITATION","LSU",173024,7,0
10,"GROUNDS","W",174362,7,0
49,"SANITATION","LSU",173024,7,0
36,"SANITATION","LSU",173024,7,0
31,"SANITATION","LSU",173024,7,0
49,"SANITATION","W",173024,7,0
34,"SANITATION","W",173024,7,0
52,"SANITATION","W",173027,7,0
24,"SANITATION","W",173027,7,0
28,"SANITATION","W",173027,7,0
25,"SANITATION","W",173027,7,0
25,"SANITATION","W",173027,7,0
38,"SANITATION","D",173024,7,0
35,"SANITATION","W",173024,7,0
43,"SANITATION","D",173024,7,0
13,"SANITATION","N",173024,7,0
22,"SANITATION","D",173027,7,0
56,"SANITATION","W",173024,7,0
54,"SANITATION","W",173024,7,0
10,"SANITATION","W",173024,7,0
16,"SANITATION","D",173024,7,0
51,"SANITATION","D",173024,7,0
15,"SANITATION","N",173024,7,0
15,"SANITATION","W",173024,7,0
17,"SANITATION","LSU",173024,7,0
50,"SANITATION","W",173024,7,0
50,"SANITATION","LSU",173024,7,0
47,"SANITATION","W",173027,7,0
20,"SANITATION","D",173024,7,0
14,"SANITATION","W",173024,7,0
35,"SANITATION","LSU",173024,7,0
34,"SANITATION","LSU",173024,7,0
29,"SANITATION","D",173024,7,0
49,"SANITATION","W",173027,7,0
13,"SANITATION","W",173024,7,0
13,"SANITATION","D",173024,7,0
14,"SANITATION","D",173024,7,0
24,"SANITATION","D",173024,7,0
60,"SANITATION","W",173027,7,0
31,"SANITATION","W",173024,7,0
45,"SANITATION","W",173024,7,0
9,"SANITATION","W",173024,7,0
23,"SANITATION","W",173027,7,0
22,"SANITATION","W",173027,7,0
21,"GROUNDS","W",174362,8,0
43,"SANITATION","W",173024,8,0
14,"SANITATION","N",173027,8,0
10,"SANITATION","N",173024,8,0
26,"SANITATION","W",173024,8,0
35,"SANITATION","D",173027,8,0
34,"SANITATION","D",173027,8,0
22,"SANITATION","D",173024,8,0
9,"SANITATION","N",173027,8,0
19,"SANITATION","W",173027,8,0
12,"GROUNDS","W",174362,8,0
56,"SANITATION","W",173024,8,0
10,"SANITATION","W",173024,8,0
7,"SANITATION","LSU",173024,8,0
22,"SANITATION","W",173024,8,0
17,"SANITATION","W",173024,8,0
5,"SANITATION","D",173024,8,0
27,"SANITATION","W",173024,8,0
9,"SANITATION","N",173024,8,0
8,"SANITATION","N",173024,8,0
24,"SANITATION","W",173026,8,0
25,"SANITATION","W",173027,8,0
4,"SANITATION","N",173024,8,0
21,"SANITATION","W",173024,8,0
4,"SANITATION","LSU",173024,8,0
1,"SANITATION","D",173026,8,0
3,"SANITATION","N",173027,8,0
8,"SANITATION","W",173024,8,0
28,"GROUNDS","D",174362,8,0
32,"SANITATION","W",173024,8,0
4,"SANITATION","N",173027,8,0
21,"SANITATION","W",173024,8,0
4,"SANITATION","D",173027,8,0
21,"SANITATION","N",173024,8,0
4,"SANITATION","D",173027,8,0
16,"SANITATION","W",173024,8,0
11,"SANITATION","W",173024,8,0
31,"SANITATION","W",173027,8,0
39,"SANITATION","W",173024,8,0
39,"SANITATION","W",173024,8,0
7,"SANITATION","LSU",173024,8,0
38,"SANITATION","W",173024,8,0
14,"SANITATION","W",173024,8,0
13,"SANITATION","N",173024,8,0
57,"SANITATION","LSU",173024,8,0
13,"SANITATION","N",173024,8,0
12,"SANITATION","N",173024,8,0
6,"SANITATION","D",173024,8,0
22,"SANITATION","W",173024,8,0
20,"SANITATION","W",173024,9,0
10,"SANITATION","W",173024,9,0
48,"SANITATION","LSU",173024,9,0
9,"SANITATION","W",173024,9,0
6,"SANITATION","N",173024,9,0
5,"SANITATION","D",173024,9,0
28,"SANITATION","D",173024,9,0
5,"SANITATION","W",173024,9,0
5,"SANITATION","N",173024,9,0
11,"SANITATION","N",173024,9,0
7,"SANITATION","W",173027,9,0
52,"SANITATION","W",173024,9,0
52,"SANITATION","W",173024,9,0
7,"SANITATION","N",173024,9,0
7,"SANITATION","W",173024,9,0
1,"SANITATION","W",173024,9,0
20,"SANITATION","N",173024,9,0
12,"SANITATION","D",173024,9,0
3,"SANITATION","W",173024,9,0
3,"SANITATION","N",173027,9,0
5,"SANITATION","N",173024,9,0
5,"SANITATION","N",173024,9,0
5,"SANITATION","D",173024,9,0
6,"SANITATION","W",173024,9,0
4,"SANITATION","N",173024,9,0
24,"SANITATION","W",173027,9,0
18,"SANITATION","W",173024,9,0
9,"SANITATION","W",173024,9,0
31,"SANITATION","D",173024,9,0
18,"SANITATION","W",173024,9,0
17,"SANITATION","W",173024,9,0
6,"SANITATION","N",173024,9,0
38,"SANITATION","LSU",173024,9,0
6,"SANITATION","D",173027,10,0
2,"SANITATION","W",173024,10,0
9,"SANITATION","W",173024,10,0
13,"SANITATION","D",173024,10,0
8,"SANITATION","N",173024,10,0
8,"SANITATION","N",173024,10,0
14,"SANITATION","W",173027,10,0
10,"SANITATION","D",173027,10,0
23,"SANITATION","W",173024,10,0
6,"SANITATION","N",173027,10,0
3,"SANITATION","N",173027,10,0
2,"SANITATION","N",173027,10,0
2,"SANITATION","W",173024,10,0
55,"SANITATION","W",173024,10,0
4,"SANITATION","N",173024,10,0
6,"SANITATION","N",173024,10,0
4,"SANITATION","N",173024,10,0
7,"SANITATION","D",173027,10,0
50,"SANITATION","D",173024,10,0
42,"SANITATION","D",173024,10,0
7,"GROUNDS","W",174362,10,0
43,"SANITATION","D",173027,10,0
43,"SANITATION","W",173024,10,0
41,"SANITATION","N",173024,10,0
41,"SANITATION","LSU",173024,10,0
7,"GROUNDS","W",174362,11,0
11,"SANITATION","W",173023,11,0
10,"SANITATION","W",173027,11,0
18,"SANITATION","W",173024,11,0
9,"SANITATION","D",173024,11,0
36,"SANITATION","D",173024,11,0
8,"SANITATION","N",173024,11,0
15,"SANITATION","W",173024,11,0
28,"SANITATION","N",173024,11,0
28,"SANITATION","N",173024,11,0
8,"SANITATION","W",173027,11,0
24,"SANITATION","N",173027,11,0
7,"SANITATION","W",173027,11,0
7,"SANITATION","D",173024,11,0
6,"SANITATION","N",173024,11,0
6,"SANITATION","W",173024,11,0
21,"SANITATION","N",173027,11,0
2,"SANITATION","LSU",173024,11,0
6,"SANITATION","LSU",173024,11,0
6,"SANITATION","D",173024,11,0
5,"SANITATION","W",173024,11,0
5,"SANITATION","W",173027,11,0
6,"GROUNDS","W",174362,11,0
10,"SANITATION","N",173024,11,0
15,"SANITATION","LSU",173024,12,0
15,"SANITATION","LSU",173024,12,0
3,"SANITATION","W",173024,12,0
8,"SANITATION","D",173024,12,0
6,"SANITATION","N",173024,12,0
7,"SANITATION","D",173024,12,0
7,"SANITATION","D",173024,12,0
7,"SANITATION","W",173024,12,0
7,"SANITATION","LSU",173024,12,0
7,"SANITATION","LSU",173024,12,0
6,"SANITATION","N",173024,12,0
20,"SANITATION","W",173024,12,0
20,"SANITATION","W",173024,12,0
20,"SANITATION","LSU",173024,12,0
6,"SANITATION","N",173024,12,0
20,"SANITATION","LSU",173027,12,0
4,"SANITATION","W",173024,12,0
2,"SANITATION","N",173027,12,0
3,"SANITATION","W",173024,12,0
3,"SANITATION","W",173024,12,0
6,"SANITATION","W",173027,12,0
14,"SANITATION","LSU",173024,12,0
4,"SANITATION","D",173027,12,0
4,"SANITATION","N",173024,12,0
4,"SANITATION","D",173027,12,0
1,"SANITATION","W",173024,12,0
3,"SANITATION","W",173024,12,0
1,"SANITATION","LSU",173024,12,0
8,"SANITATION","W",173024,12,0
2,"SANITATION","LSU",173027,12,0
20,"SANITATION","N",173024,12,0
12,"SANITATION","LSU",173024,12,0
44,"GROUNDS","W",174362,12,0
4,"SANITATION","W",173027,12,0
43,"GROUNDS","W",174362,12,0
1,"SANITATION","D",173024,12,0
8,"SANITATION","LSU",173024,12,0
6,"SANITATION","LSU",173027,1,1
5,"SANITATION","W",173024,1,1
5,"SANITATION","LSU",173024,1,1
5,"SANITATION","D",173024,1,1
4,"SANITATION","LSU",173024,1,1
2,"SANITATION","W",173024,1,1
2,"SANITATION","W",173024,1,1
40,"GROUNDS","W",174362,1,1
6,"SANITATION","W",173024,1,1
3,"SANITATION","W",173027,1,1
6,"SANITATION","W",173024,1,1
40,"GROUNDS","W",174362,1,1
2,"SANITATION","N",173024,1,1
2,"SANITATION","W",173024,1,1
5,"SANITATION","D",173024,1,1
5,"SANITATION","N",173024,1,1
5,"SANITATION","W",173024,1,1
2,"SANITATION","N",173027,1,1
1,"SANITATION","LSU",173024,1,1
2,"SANITATION","N",173026,1,1
6,"SANITATION","D",173024,1,1
20,"SANITATION","N",173024,1,1
20,"SANITATION","W",173024,1,1
20,"SANITATION","W",173024,1,1
32,"SANITATION","D",173027,1,1
19,"SANITATION","LSU",173024,1,1
17,"SANITATION","W",173024,1,1
16,"SANITATION","D",173024,1,1
6,"SANITATION","W",173024,1,1
1,"SANITATION","D",173027,1,1
7,"SANITATION","LSU",173024,1,1
3,"SANITATION","W",173027,1,1
2,"SANITATION","W",173024,1,1
22,"GROUNDS","W",174362,1,1
2,"SANITATION","D",173024,1,1
4,"SANITATION","LSU",173026,1,1
21,"SANITATION","D",173024,1,1
1,"SANITATION","D",173024,1,1
1,"SANITATION","W",173024,1,1
8,"SANITATION","W",173024,1,1
7,"SANITATION","W",173024,1,1
4,"SANITATION","D",173024,2,1
5,"SANITATION","W",173024,2,1
2,"SANITATION","W",173024,2,1
4,"SANITATION","W",173024,2,1
2,"SANITATION","LSU",173024,2,1
3,"SANITATION","W",173024,2,1
3,"SANITATION","W",173024,2,1
5,"SANITATION","W",173024,2,1
5,"SANITATION","W",173026,2,1
19,"SANITATION","LSU",173027,2,1
2,"SANITATION","W",173027,2,1
5,"SANITATION","N",173024,2,1
41,"GROUNDS","W",174362,2,1
4,"SANITATION","W",173024,2,1
4,"SANITATION","N",173024,2,1
4,"SANITATION","W",173027,2,1
4,"SANITATION","N",173024,2,1
4,"SANITATION","W",173024,2,1
3,"SANITATION","W",173027,2,1
3,"SANITATION","W",173024,2,1
2,"SANITATION","D",173024,2,1
1,"SANITATION","D",173024,2,1
22,"GROUNDS","D",174362,2,1
6,"SANITATION","N",173024,2,1
2,"SANITATION","W",173024,2,1
2,"SANITATION","N",173027,2,1
1,"SANITATION","LSU",173024,2,1
14,"SANITATION","D",173024,2,1
32,"GROUNDS","W",174362,2,1
5,"SANITATION","W",173024,2,1
7,"SANITATION","LSU",173024,2,1
1,"SANITATION","W",173024,2,1
4,"SANITATION","N",173024,2,1
10,"SANITATION","D",173024,2,1
9,"SANITATION","W",173024,2,1
9,"SANITATION","W",173024,2,1
3,"SANITATION","W",173024,2,1
7,"SANITATION","N",173024,2,1
7,"SANITATION","D",173024,2,1
2,"SANITATION","LSU",173024,2,1
7,"SANITATION","N",173024,2,1
13,"SANITATION","LSU",173024,2,1
3,"SANITATION","W",173027,2,1
4,"SANITATION","D",173024,2,1
22,"GROUNDS","D",174362,2,1
3,"SANITATION","W",173024,2,1
2,"SANITATION","W",173024,2,1
7,"SANITATION","LSU",173024,2,1
19,"GROUNDS","D",174362,2,1
1,"SANITATION","W",173024,2,1
20,"GROUNDS","D",174362,3,1
7,"SANITATION","N",173027,3,1
5,"SANITATION","N",173024,3,1
3,"SANITATION","W",173024,3,1
3,"SANITATION","W",173027,3,1
3,"SANITATION","D",173027,3,1
15,"GROUNDS","D",174362,3,1
2,"SANITATION","N",173024,3,1
4,"SANITATION","N",173024,3,1
46,"SANITATION","W",173024,3,1
5,"SANITATION","W",173027,3,1
5,"SANITATION","N",173024,3,1
5,"SANITATION","LSU",173024,3,1
5,"SANITATION","D",173024,3,1
5,"SANITATION","LSU",173024,3,1
12,"SANITATION","D",173027,3,1
6,"SANITATION","W",173027,3,1
24,"SANITATION","D",173024,3,1
2,"SANITATION","LSU",173024,3,1
22,"SANITATION","D",173024,3,1
8,"SANITATION","W",173024,3,1
9,"SANITATION","W",173027,3,1
16,"SANITATION","N",173024,3,1
42,"SANITATION","W",173024,3,1
2,"SANITATION","W",173024,3,1
41,"SANITATION","W",173024,3,1
14,"SANITATION","N",173024,3,1
5,"SANITATION","N",173024,3,1
48,"SANITATION","D",173024,3,1
39,"SANITATION","W",173024,3,1
12,"SANITATION","W",173024,3,1
5,"SANITATION","W",173024,3,1
5,"SANITATION","W",173024,3,1
2,"SANITATION","D",173024,3,1
15,"SANITATION","LSU",173024,3,1
15,"SANITATION","D",173024,3,1
15,"SANITATION","N",173024,3,1
8,"SANITATION","W",173027,3,1
14,"SANITATION","D",173024,3,1
14,"SANITATION","W",173024,3,1
14,"SANITATION","W",173024,3,1
3,"SANITATION","N",173027,3,1
8,"SANITATION","W",173024,3,1
8,"SANITATION","W",173024,3,1
7,"SANITATION","W",173027,3,1
